Utterance	Reversed tokens	Correct classification	RNC_1 classification	RNC_2 classification	RNC_3 classification	RNC_4 classification	RNC_5 classification	RNC_6 classification	RNC_7 classification	Majority vote
'esta chegando _laugh_ hora bode velho asqueroso'"	'esta laugh hora velho asqueroso'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'denuncia  denuncia  denuncia  cadeia quando  '"	denuncia denuncia cadeia quando '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'essa noticia antiga'"	'essa noticia	"no	"no	"no	"no	"no	"no	"no	"no	"no
'denuncias nao enche barriga precisa fazer valer'"	nao precisa fazer	"no	"no	"no	"no	"no	"no	"no	"no	"no
' indiciacoes em  semana ja pode pedir musica'"	' em semana ja pode pedir	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e um monte de bosta mesmo no minimo do norte ou nordeste que trabalhar que bom nao trabalha vive do bolsa familia por isso vai votar no luladrao'"	'e um monte de bosta mesmo no minimo do ou nordeste que trabalhar que bom nao do bolsa familia por isso vai no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'tu isso tu aquilo gauchada boiola kkkk'"	isso tu aquilo boiola kkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'nao pode ser serio que acabei de ler'"	'nao pode ser serio que de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'porque ele esteve no poder por  anos talvez'"	'porque ele no poder por anos	"no	"no	"no	"no	"no	"no	"no	"no	"no
'mulher grossa estupida ignorante '"	ignorante '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'primeiro vai aprender escrever ignorante'"	vai	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai lavar panela _laugh_ vaca'"	'vai lavar laugh vaca'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'isso nunca foi dito miseravel idiota'"	'isso nunca foi idiota'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'bruno cria um cerebro pensa'"	cria um	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'peco mais respeito por favor falei'"	mais respeito por favor	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ohhh doe um dos burros encantado pelo ladrao'"	um dos burros pelo	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'esse asno ainda tem meu nome ta de sacanagem'"	'esse asno ainda tem meu nome ta de	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'o unico argumento que esse bosta tenta ter de freguesiaai eu falo que freguesia _laugh_ os constantes rebaixamentos deixaram esses torcedores do vasquinho debiloides kkkkkkkkkkkkkkk'"	'o unico argumento que esse bosta ter de eu que laugh os esses do	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'que moral idiota quase nem voltaram kkkkkkkk'"	'que moral idiota quase nem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'eu passei na tua mulher deixei minha g z d a'"	'eu na tua mulher minha g z d	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'jkkkkkkkkkbosta de clubenao tem dinheiro pra contratar pra comprar camisa mas tem estadiokkkkkkkkkvice eternopiada do brasil segunda eu volto'"	de tem dinheiro pra pra comprar camisa mas tem do brasil eu	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'isso falta de dinheiro em um clube falido'"	'isso falta de dinheiro em um clube	"no	"no	"no	"no	"no	"no	"no	"no	"no
'da ate pena esse time so passa vergonha '"	'da ate pena esse time so passa vergonha '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'outro asno que nao sabe nada esse artur'"	asno que nao sabe nada esse	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'que diferenca faz '"	'que faz '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nao importa sao os mesmos jogadores'"	'nao importa sao os mesmos	"no	"no	"no	"no	"no	"no	"no	"no	"no
'onde tu viu isso'"	tu viu isso'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'boa gosteikkkkkkkkkkkkkkkk'"		"no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ricardo tem cara de cavalo mas uma potranca'"	tem cara de cavalo mas uma	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'que otima noticia para massa atleticana'"	'que otima noticia para massa	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nem deveria ter contratado'"	'nem deveria ter	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esse tem um empresario bom'"	'esse tem um empresario bom'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'jogando milho sentando no sabugo ne maria'"	no ne	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'alo _laugh_ vai botar ovos _laugh_ fracast '"	laugh vai laugh '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'mierdas'"		"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'alguem falou em helicoptero'"	falou em	"no	"no	"no	"no	"no	"no	"no	"no	"no
'time de me r da'"	'time de me r	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'joao ostral um idiota assumido que beleza '"	'joao um idiota que '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'defeca pelos dedos'"	pelos	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'e com nus faz outra coisa'"	'e com faz outra	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'acho que aecio nao telefonou para juizeco hoje ta dando piti de saudades kkkkk'"	que aecio nao para hoje ta dando de kkkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ruy vc acreditava no japa da federal tb ne jumento'"	vc no da tb ne jumento'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'entrou no seu fedidinho junior  esse ui proprio da _laugh_ gayzisse'"	no seu junior esse da laugh	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'junior no nome marmota nas atitudes ooooooo sujeitando tapado'"	no nome nas	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'uma so pouco besta ao quadrado '"	'uma so pouco besta ao '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'a bixaaria coxa ta no desespero'"	'a ta no	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a bixaria da mortadela ta no desespero'"	'a da mortadela ta no	"no	"no	"no	"no	"no	"no	"no	"no	"no
'la vem mais um afeminado peta invadir comentario alheio uiiiiiiii nojentaaaa'"	vem mais um comentario	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'aluisio tu es um verdadeiro idiota'"	tu es um idiota'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'todos com nordeste sempre os bandidos estao todos no sudeste'"	'todos com nordeste sempre os bandidos estao todos no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'esse bofe do joao paulo alem de ser lindo deve ter um paulo maravilhoso noizinhas do mengao amamos srnsomos rabudas negao  dcm diametro crfcheirinho r fedida'"	'esse do paulo de ser lindo deve ter um paulo do mengao r	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'mais umo povinho idota'"	'mais povinho	"no	"no	"no	"no	"no	"no	"no	"no	"no
'enquanto issoo palmerda bi rebaixado continua sem mundial kkkkkkkkkkkkkkkkkkkkkkkkkkkkk'"	'enquanto bi rebaixado continua sem mundial	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'cabra frouxo'"		"no	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai procurar uma pra mamar freddie mercury melhor que saber fazer rubroneca'"	'vai procurar uma pra melhor que saber fazer	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'velho babao para de falar asneiras na nossa pagina'"	para de falar na nossa	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'teu cu'"		"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'minha diretoria transparente nao mente igual  de voces nao tudo q flamengo fala concreto fato tem credibilidade'"	diretoria nao igual de voces nao tudo q flamengo fala fato tem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a progenitora dessa fezes esqueceu de dar descarga quando largou dentro do sanitario obs ela nao _laugh_ calcinha'"	'a dessa de dar quando dentro do ela nao laugh	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'imperador isso balela entao as outras nao sao adversarios de verdade mesmo que eu dissesse que anderson silva nunca pegou oponente de verdae quando pegou um bom wrestling perdeu duas '"	isso entao as outras nao sao de verdade mesmo que eu que nunca pegou de quando pegou um bom perdeu duas '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ele chamava pra atras da escola sentava nos garotos kkkk'"	'ele pra da escola nos garotos kkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'viadage master essa de vcs kkkkkk'"	essa de vcs kkkkkk'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'vai roubar neve tambem'"	'vai roubar neve tambem'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ela esta fazendo isso para aparecer nao gay coisa nenhuma uma vergonha isso sim'"	'ela esta fazendo isso para aparecer nao gay coisa nenhuma uma vergonha isso sim'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
Utterance	Reversed tokens	Correct classification	RNC_1 classification	RNC_2 classification	RNC_3 classification	RNC_4 classification	RNC_5 classification	RNC_6 classification	RNC_7 classification	Majority vote
'cuidado com poupanca pessoal lembram que aconteceu na epoca do collor ne'"	com pessoal que na epoca do ne'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'baguncado do jeito que esta daqui ha pouco vai ter juiz de primeira instancia mandando grampear ministro do stf se que ja nao esta acontecendo depois vai dizer que prova foi colhida de boa fe lei da magistratura resquicio da monarquia tambem precisa ser revogada'"	do jeito que esta daqui ha pouco vai ter juiz de primeira ministro do stf se que ja nao esta acontecendo depois vai dizer que prova foi de boa lei da da tambem precisa ser	"no	"no	"no	"no	"no	"no	"no	"no	"no
'quem gera riqueza de uma nacao trabalhador politicos funcionarios publicos nao geram riqueza eles se utilizam dela no caso do brasil roubam mesmo podem inventar medidas que se nao parar corrupcao pais nao mudara nada so vai piorar'"	'quem gera riqueza de uma nacao trabalhador politicos funcionarios publicos nao riqueza eles se dela no caso do brasil mesmo podem medidas que se nao parar corrupcao pais nao nada so vai	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pois aquela novinha para receber alguem  sabe qual salario dela aivamos mandar cortar ela'"	'pois aquela para receber alguem sabe qual salario dela cortar ela'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'diminua seu salario tbm presidente coloque um teto no salario de todos os politicos estabeleca que aumento dos seus salarios acompanhem aumento do salario minimo '"	seu salario tbm presidente um no salario de todos os politicos que aumento dos seus salarios aumento do salario minimo '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nao esqueca da justica tb juizes desembargadores etc etc'"	'nao esqueca da justica tb juizes etc'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sr presidente brasil esta ao seu lado que venham as reformas chega de mimimi vamos trabalhar'"	'sr presidente brasil esta ao seu lado que venham as reformas chega de mimimi vamos trabalhar'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'mais um pobre metido besta ja ja fica sem dinheiro vai sentir falta dos bons tempos'"	'mais um pobre metido besta ja ja fica sem dinheiro vai sentir falta dos bons	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'perfeito marcio lembrando que muitos politicos sao donossocios de empresas de plano de saude escolasfaculdadesuniversidades particulares preciso desenhar'"	'perfeito marcio que muitos politicos sao de empresas de plano de saude particulares preciso	"no	"no	"no	"no	"no	"no	"no	"no	"no
'a populacao esta tao  manipulada que so entendem dois lados  quando nao devemos ter lado nenhum devemos lutar contra todos os que se locupletam com nosso dinheiro  seja de que partido for'"	'a populacao esta tao que so entendem dois quando nao devemos ter lado nenhum devemos lutar contra todos os que se com nosso dinheiro seja de que partido	"no	"no	"no	"no	"no	"no	"no	"no	"no
'alem de traira hilariona propria carne  kkkkkkkkkkkk'"	'alem de propria carne kkkkkkkkkkkk'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'corta na carne nada temer aqui no rj pacote de maldade deixa juizes politicos sanguessugas que ganham mais de  mil por mes de fora dos cortes so ferra com pobre aposentado sabem que vai acontecer povo vai acordar dessa vez nao vai ter desculpa forca muita pancada nos pilantras sanguessugas'"	'corta na carne nada temer aqui no de deixa juizes politicos que ganham mais de mil por mes de fora dos cortes so com pobre aposentado sabem que vai povo vai dessa vez nao vai ter muita nos	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'a pec corta carne do povo porque dos politicos estao intactas os salarios deles aumentam regalias continuam desvios de dinheiro tambem continuam enquanto lava jato nao detectar eles por ai vai bem vindo ao brasil politicos farinha do mesmo saco onde todas as eleicoes povo procuram eles para vender voto os politicos nao fazer voto ficar optativo pois prejudicaria eles no que tange se elegerem comprando votos manipulando povo sempre burro sem educacao saude tudo que temos direito'"	'a pec corta carne do povo porque dos politicos estao os salarios deles regalias continuam de dinheiro tambem continuam enquanto lava jato nao eles por ai vai bem ao brasil politicos do mesmo onde todas as eleicoes povo eles para voto os politicos nao fazer voto ficar pois eles no que se votos povo sempre burro sem educacao saude tudo que temos	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ate agora so cortou acem porque file mignon continua nadando de bracada'"	agora so porque continua de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'to ligado por isso os gastos dos cartoes corporativos utilizacao dos avioes da fab  subiram esse corta na carne mesmo '"	'to por isso os gastos dos cartoes corporativos dos da fab esse corta na carne mesmo '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e preciso reduzir muito custo brasilia   reducao de privilegiosreducao numero de deputados senadoresreduzir numero de instancias recursais no judiciario    '"	'e preciso reduzir muito brasilia reducao de numero de deputados numero de no judiciario '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'melhor comecar cortando as despesas dele porque nao houve ate entao nenhum presidente que gaste tantocomece cortando propria carne'"	'melhor comecar cortando as dele porque nao houve ate entao nenhum presidente que cortando propria carne'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'hahahahahahahahaa _laugh_ uma piada esse cara '"	laugh uma piada esse cara '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cortando na propria carne aumentando em  os gastos com propaganda ta bom'"	na propria carne em os gastos com ta bom'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'huahuahuahuahuahua uma piada mesmo esse presidente '"	uma piada mesmo esse presidente '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esse caminho do crescimento'"	'esse do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nos peocupemos com nosso pais este esta sujoos outrosproblema delesignorantes'"	com nosso pais este esta	"no	"no	"no	"no	"no	"no	"no	"no	"no
'para ele que tem varias aposentadorias nem vai sentir corte   kkkkkkkkkkkk'"	'para ele que tem varias nem vai sentir corte kkkkkkkkkkkk'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'finalmente chegou  hora de trabalhar pra ter as coisas nesse pais ja estava me sentindo um trouxa de trabalhar pra poder comprar minhas coisas '"	'finalmente chegou hora de trabalhar pra ter as coisas nesse pais ja estava me sentindo um de trabalhar pra poder comprar coisas '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'preparemse todos corte para concursos publicos poderao colocar seus apadrinhados com altos salarios sem concurso sem verbas para saude educacao seguranca publica  aguardem aumento de assaltos para reduzir gastos bastaria fazer cortes nos altos salarios de cargos comissionados sem concurso beneficios dos gestores'"	todos corte para publicos colocar seus com salarios sem concurso sem verbas para saude educacao seguranca publica aumento de para reduzir gastos fazer cortes nos salarios de cargos comissionados sem concurso beneficios dos	"no	"no	"no	"no	"no	"no	"no	"no	"no
'todo sem nocaosem argumento adestradojoga culpa em quem nem sabe'"	'todo sem argumento culpa em quem nem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'antonio oliveira venezuela gasolina vale   centavos de dolar nem por isso potencia'"	venezuela de nem por isso	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esta anta  que esta ai agora so faz cada um de nos sofrer enquanto  se banqueteia com os nossos salarios vai embora  leva seus amigos antasgolpistas safados com voce'"	'esta anta que esta ai agora so faz cada um de nos enquanto se com os nossos salarios vai embora leva seus com voce'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'esse meu presidente que venham as reformas vamos trabalhar chega de mimimi '"	'esse meu presidente que venham as reformas vamos trabalhar chega de mimimi '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sonia cartao corporativo do seu presidente ja bateu casa dos r  milhoes em  meses'"	do seu presidente ja casa dos r milhoes em	"no	"no	"no	"no	"no	"no	"no	"no	"no
'isso mesmo fm local loge de tudo nao chega acabar com radio no interior despovoado meta'"	'isso mesmo fm de tudo nao chega acabar com radio no	"no	"no	"no	"no	"no	"no	"no	"no	"no
'leio noticia com tristeza transmissao em am unica possibilidade de ouvir radio nos lugares mais longinquos deste nosso brasilsao transmissao em fm por demais limitada baixo alcance devido as frequencias de radio transmissao se as duas modalidades sao autorizadas legais nao precisa sr presidente se dar esse trabalho mas ao contrario deveria estimular radio transmissao em am para os locais onde as populacoes necessitam de acesso as transmissoes de radio ate para inclusao social inclusao nacional uma pena'"	noticia com transmissao em am unica possibilidade de ouvir radio nos mais deste nosso transmissao em fm por demais devido as de radio transmissao se as duas sao nao precisa sr presidente se dar esse trabalho mas ao contrario deveria radio transmissao em am para os onde as de as de radio ate para nacional uma	"no	"no	"no	"no	"no	"no	"no	"no	"no
'nem todo mundo mora em cidades meu acorda'"	'nem todo mundo em cidades meu	"no	"no	"no	"no	"no	"no	"no	"no	"no
'deixa pra la esquece dificil tentar fazer compreender basico do basico bjs tata'"	pra la dificil fazer compreender do	"no	"no	"no	"no	"no	"no	"no	"no	"no
'cara que bota preco em ideal nao idealistae mercenario'"	que bota em nao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'foi com anistia que governo militar deixou brasil na pior'"	'foi com anistia que governo militar deixou brasil na	"no	"no	"no	"no	"no	"no	"no	"no	"no
'essa esquerda que esta ai nao tem condicoes com linderberg gleisi fatima bezzeratotalmente insanos'"	'essa esquerda que esta ai nao tem com	"no	"no	"no	"no	"no	"no	"no	"no	"no
'olha nisso tenho que concordar com joao melhor pagar um sm para um estudante do que para um presidiario'"	'olha tenho que com melhor pagar um para um do que para um	"no	"no	"no	"no	"no	"no	"no	"no	"no
'engracado que se voce disputar emprego com eles voce perdera'"	'engracado que se voce disputar emprego com eles voce	"no	"no	"no	"no	"no	"no	"no	"no	"no
'sr sergio moro crie uma comissao de magistrados corajosos p apurar crimes sem medo'"	'sr sergio moro crie uma comissao de magistrados p sem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e fim desisto do meu pais '"	'e fim do meu pais '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'engracado as fraudes  comeca  nonpoder de brasilia '"	'engracado as comeca de brasilia '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'edmond antes de julgar comentarios  que tal vc tentar saber verdade projeto de lei   tratava de reformas da previdencia foi barrado pela oposicao na epoca que por acaso ou golpe do destino hoje governo'"	antes de comentarios que tal vc saber verdade projeto de lei de reformas da previdencia foi pela oposicao na epoca que por acaso ou golpe do hoje	"no	"no	"no	"no	"no	"no	"no	"no	"no
'derrotada nas urnas em que urnas _laugh_ ate onde ganharam perderam pra votonulo ahahahh'"	nas urnas em que urnas laugh ate onde perderam pra	"no	"no	"no	"no	"no	"no	"no	"no	"no
'marcosvc nao cansa de ser estupido sabeate para ser mau carater tem limites vcs foram varridos por serem incompetentes corruptos genocidas canalhs'"	nao de ser para ser tem vcs foram varridos por corruptos	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'sempre os mesmos nao bastou afundarem brasil querem mais'"	'sempre os mesmos nao brasil querem mais'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'eles torcem quanto pior melhor'"	quanto pior melhor'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'teve uma hora nao conseguiu resposta claro ela nao existe'"	uma hora nao claro ela nao	"no	"no	"no	"no	"no	"no	"no	"no	"no
'teve uma hora para responder nao achou nada claro  nao existe ditadura eficiente'"	uma hora para responder nao nada claro nao existe ditadura	"no	"no	"no	"no	"no	"no	"no	"no	"no
'enfia kit no teu cut'"	no teu	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'dl nem sei que melhor nigeria ou venezeruela'"	nem sei que melhor ou	"no	"no	"no	"no	"no	"no	"no	"no	"no
'mauro ze ruelaa falta de argumento tao grande quanto propina que ta recebendo para apoiar bandidos'"	'mauro ze falta de argumento tao grande quanto que ta recebendo para apoiar bandidos'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'esse povo nao esta nem ai pro brasil so querem ser contra'"	'esse povo nao esta nem ai pro brasil so querem ser	"no	"no	"no	"no	"no	"no	"no	"no	"no
'os idiotas remanescentes resto insistem em querer continuar prejudicar patria '"	'os idiotas resto em querer continuar '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'voltaram so fazer que senpre fizerem sao os defensores do povo lamentavel '"	so fazer que sao os do povo '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'o asilo pra ela mesmo ela nao esta nem ai para excompanheiro de palanque'"	'o asilo pra ela mesmo ela nao esta nem ai para de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'temer ta bem pra caramba ne  trouxinha'"	ta bem pra ne	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'sem mortadela esquerdinha fica revoltadinha chega dar do '"	'sem mortadela fica chega dar do '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'o pentateuto que nome estranho acredite _laugh_ capacidade de discernir ainda pode ser resgatada'"	'o que nome estranho laugh de ainda pode ser	"no	"no	"no	"no	"no	"no	"no	"no	"no
'quantas horas de vassoura de porto alegre ate montevideo'"	horas de de ate	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'se os uruguaios for na conversa dela vai acabar de falir tambem'"	'se os for na dela vai acabar de tambem'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'pena que ainda existam vermelhos espalhados no pais quer dizer no mundo'"	que ainda no pais quer dizer no mundo'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'e foi defenestrada pelo mesmo povo que nao aceita insulto '"	'e foi pelo mesmo povo que nao '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'aqu nao tem lugar para carne de pescoco povo gosta so de picanha na parrilla'"	nao tem lugar para carne de povo gosta so de na	"no	"no	"no	"no	"no	"no	"no	"no	"no
'depois dessa visita tabare vasquez nao ganha eleicao nem para sindico de predio'"	'depois dessa visita tabare nao ganha nem para de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'tem que cuidar para que esta bandida nao venda infirmacoes sensiveis do brasil'"	'tem que cuidar para que esta nao do brasil'	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'esses atos uruguaios com presenca dela  importante tanto quanto preco da banana em monaco'"	'esses com dela importante tanto quanto da banana em	"no	"no	"no	"no	"no	"no	"no	"no	"no
'tabarez digame com quem andas te direi quem es'"	com quem te quem	"no	"no	"no	"no	"no	"no	"no	"no	"no
'depois de tanto roubar nada melhor do que passear'"	'depois de tanto roubar nada melhor do que	"no	"no	"no	"no	"no	"no	"no	"no	"no
'putskkkkkde grande relevancia importanciakkkkkkk'"	grande	"no	"no	"no	"no	"no	"no	"no	"no	"no
'saida pela tangente ou tambem comprando casa'"	pela ou tambem casa'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'queria ver ela indo pro paraguai tomar outro calote kkkkkkkkkkkk'"	ver ela pro tomar outro kkkkkkkkkkkk'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'vao sentir falta da dentadura do pao com mortadela'"	'vao sentir falta da do com	"no	"no	"no	"no	"no	"no	"no	"no	"no
'bruno nao kou assimva tomar no seu gu'"	nao tomar no seu	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'pensem numa mortadela maconheira chata '"	numa mortadela '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'essa maria benta provou do peba na pimenta de seu malaquias '"	'essa maria do na de seu '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ganhou duas vezes dos coxinhas golpistas entendo essa raiva'"	'ganhou duas vezes dos coxinhas essa	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ta com mais moral que presidento dos coxinhas kkkkkkkkkkkkkkk'"	'ta com mais moral que dos coxinhas	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'quena tirso esta sentindo muita falta do charuto de mertadela tadinho aceita que doi menos'"	esta sentindo muita falta do charuto de que	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'democracia feito venezuela que os petebas queriam que tal arrumar um emprego'"	venezuela que os petebas que tal um	"no	"no	"no	"no	"no	"no	"no	"no	"no
'osvaldo miranda nao concordo mas respeito seu comentario'"	nao mas respeito seu	"no	"no	"no	"no	"no	"no	"no	"no	"no
'rosana _laugh_ revolta devido falta de mortadela '"	laugh devido falta de mortadela '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'aha ta bom vou acreditar mentirinha nao acredito nao'"	ta bom vou acreditar nao acredito nao'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'coitadinha quer dizer que pobrezinha foi vitima de um golpe faz um favor leva pra casa'"	quer dizer que foi de um golpe faz um favor leva pra casa'	"no	"no	"no	"no	"no	"no	"no	"no	"no
'ela desfilara _laugh_ elegancia belezapelas ruas avenidas do brasilnao se preocupem'"	'ela laugh ruas do se	"no	"no	"no	"no	"no	"no	"no	"no	"no
'esse ai gosta de um charuto de mortadela no meio das pernas'"	'esse ai gosta de um charuto de mortadela no meio das	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'joao claudio lamento minha resposta nao foi publicada '"	'joao minha nao foi '	"no	"no	"no	"no	"no	"no	"no	"no	"no
'porque nao vai aos hospitais que estao super lotados falta de equipamentos'"	'porque nao vai aos hospitais que estao super falta de	"no	"no	"no	"no	"no	"no	"no	"no	"no
'rosangela voce nao tem nivel nem para comentar um assunto deste uma coitada'"	voce nao tem nivel nem para um assunto deste uma	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'coitada minimo definila      eu chamaria de podre   '"	minimo eu de podre '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'rogerio entao ela tambem nao secretaria da seguranca publica seu  ignorante '"	entao ela tambem nao da seguranca publica seu ignorante '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'ainda mais se for hospedar um politico  boa rubens'"	'ainda mais se for um politico boa	"no	"no	"no	"no	"no	"no	"no	"no	"no
'carmen capivara lucia por favor me de exemplo leve meia duzia dessas vitimas da sociedade pra _laugh_ casa faca um coquete nele libere anel de couro de refresco de groselha mostre que tem coracao '"	capivara lucia por favor me de exemplo leve meia vitimas da sociedade pra laugh casa faca um de de de que tem '	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes	"yes
'eles tem conforto ate demais sofrimento tem as familias que eles destruiram'"	tem ate demais tem as familias que eles	"no	"no	"no	"no	"no	"no	"no	"no	"no
